
 Document Pair(0,0) 	 Similarity Score: 104.16570536933631

 Document Pair(53,1) 	 Similarity Score: 16.511242159430534

 Document Pair(53,2) 	 Similarity Score: 13.131963128932227

 Document Pair(53,3) 	 Similarity Score: 12.415482677546596

 Document Pair(53,4) 	 Similarity Score: 14.794680915149508

 Document Pair(53,5) 	 Similarity Score: 13.131963128932227

 Document Pair(53,6) 	 Similarity Score: 13.131963128932227

 Document Pair(53,7) 	 Similarity Score: 16.511242159430534

 Document Pair(53,8) 	 Similarity Score: 18.82064445724825

 Document Pair(53,9) 	 Similarity Score: 16.511242159430534

 Document Pair(53,10) 	 Similarity Score: 13.131963128932227

 Document Pair(53,11) 	 Similarity Score: 30.093104909719738

 Document Pair(53,12) 	 Similarity Score: 16.511242159430534

 Document Pair(53,13) 	 Similarity Score: 16.511242159430534

 Document Pair(53,14) 	 Similarity Score: 16.511242159430534

 Document Pair(53,15) 	 Similarity Score: 11.778677927945608

 Document Pair(53,16) 	 Similarity Score: 13.131963128932227

 Document Pair(53,17) 	 Similarity Score: 13.131963128932227

 Document Pair(53,18) 	 Similarity Score: 16.511242159430534

 Document Pair(53,19) 	 Similarity Score: 23.417234135462508

 Document Pair(53,20) 	 Similarity Score: 13.131963128932227

 Document Pair(53,21) 	 Similarity Score: 11.907190047966127

 Document Pair(53,22) 	 Similarity Score: 11.778677927945608

 Document Pair(53,23) 	 Similarity Score: 16.719496293313913

 Document Pair(53,24) 	 Similarity Score: 18.82064445724825

 Document Pair(53,25) 	 Similarity Score: 16.511242159430534

 Document Pair(53,26) 	 Similarity Score: 16.511242159430534

 Document Pair(53,27) 	 Similarity Score: 16.511242159430534

 Document Pair(53,28) 	 Similarity Score: 16.511242159430534

 Document Pair(53,29) 	 Similarity Score: 16.511242159430534

 Document Pair(53,30) 	 Similarity Score: 13.131963128932227

 Document Pair(53,31) 	 Similarity Score: 13.131963128932227

 Document Pair(53,32) 	 Similarity Score: 13.131963128932227

 Document Pair(53,33) 	 Similarity Score: 16.511242159430534

 Document Pair(53,34) 	 Similarity Score: 12.531290858637698

 Document Pair(53,35) 	 Similarity Score: 44.275580090898536

 Document Pair(53,36) 	 Similarity Score: 13.131963128932227

 Document Pair(53,37) 	 Similarity Score: 10.763130921471403

 Document Pair(53,38) 	 Similarity Score: 18.804297313917026

 Document Pair(53,39) 	 Similarity Score: 14.546881351691198

 Document Pair(53,40) 	 Similarity Score: 12.1066660954288

 Document Pair(53,41) 	 Similarity Score: 11.778677927945608

 Document Pair(53,42) 	 Similarity Score: 12.279824321319595

 Document Pair(53,43) 	 Similarity Score: 12.251776681774992

 Document Pair(53,44) 	 Similarity Score: 14.427332907792815

 Document Pair(53,45) 	 Similarity Score: 13.131963128932227

 Document Pair(53,46) 	 Similarity Score: 39.469274221808256

 Document Pair(53,47) 	 Similarity Score: 16.511242159430534

 Document Pair(53,48) 	 Similarity Score: 16.511242159430534

 Document Pair(53,49) 	 Similarity Score: 13.131963128932227

 Document Pair(53,50) 	 Similarity Score: 16.511242159430534

 Document Pair(53,51) 	 Similarity Score: 16.511242159430534

 Document Pair(53,52) 	 Similarity Score: 13.131963128932227

 Document Pair(53,53) 	 Similarity Score: 100.45946486335882

 Document Pair(53,54) 	 Similarity Score: 12.415482677546596

 Document Pair(53,55) 	 Similarity Score: 11.94120354515364

 Document Pair(53,56) 	 Similarity Score: 15.636115313639538

 Document Pair(53,57) 	 Similarity Score: 16.511242159430534

 Document Pair(53,58) 	 Similarity Score: 16.511242159430534

 Document Pair(53,59) 	 Similarity Score: 16.511242159430534

 Document Pair(53,60) 	 Similarity Score: 12.54046036116705

 Document Pair(53,61) 	 Similarity Score: 13.131963128932227

 Document Pair(53,62) 	 Similarity Score: 13.131963128932227

 Document Pair(53,63) 	 Similarity Score: 13.131963128932227

 Document Pair(53,64) 	 Similarity Score: 16.511242159430534

 Document Pair(53,65) 	 Similarity Score: 12.1066660954288

 Document Pair(53,66) 	 Similarity Score: 21.736022594361945

 Document Pair(53,67) 	 Similarity Score: 16.511242159430534

 Document Pair(53,68) 	 Similarity Score: 16.511242159430534

 Document Pair(53,69) 	 Similarity Score: 13.131963128932227

 Document Pair(53,70) 	 Similarity Score: 16.511242159430534

 Document Pair(53,71) 	 Similarity Score: 16.511242159430534

 Document Pair(53,72) 	 Similarity Score: 13.131963128932227

 Document Pair(53,73) 	 Similarity Score: 10.763130921471403

 Document Pair(53,74) 	 Similarity Score: 12.415482677546596

 Document Pair(53,75) 	 Similarity Score: 12.415482677546596

 Document Pair(53,76) 	 Similarity Score: 12.415482677546596

 Document Pair(53,77) 	 Similarity Score: 12.54046036116705

 Document Pair(53,78) 	 Similarity Score: 12.415482677546596

 Document Pair(53,79) 	 Similarity Score: 13.131963128932227

 Document Pair(53,80) 	 Similarity Score: 12.415482677546596

 Document Pair(53,81) 	 Similarity Score: 14.517442954375518

 Document Pair(53,82) 	 Similarity Score: 13.131963128932227

 Document Pair(53,83) 	 Similarity Score: 16.511242159430534

 Document Pair(53,84) 	 Similarity Score: 13.131963128932227

 Document Pair(53,85) 	 Similarity Score: 13.131963128932227

 Document Pair(53,86) 	 Similarity Score: 13.131963128932227

 Document Pair(53,87) 	 Similarity Score: 16.511242159430534

 Document Pair(53,88) 	 Similarity Score: 13.131963128932227

 Document Pair(53,89) 	 Similarity Score: 16.511242159430534

 Document Pair(53,90) 	 Similarity Score: 12.1066660954288

 Document Pair(53,91) 	 Similarity Score: 16.511242159430534

 Document Pair(53,92) 	 Similarity Score: 12.415482677546596

 Document Pair(53,93) 	 Similarity Score: 12.531290858637698

 Document Pair(53,94) 	 Similarity Score: 12.415482677546596

 Document Pair(53,95) 	 Similarity Score: 12.415482677546596

 Document Pair(53,96) 	 Similarity Score: 12.1066660954288

 Document Pair(53,97) 	 Similarity Score: 42.86919254164285

 Document Pair(53,98) 	 Similarity Score: 13.131963128932227

 Document Pair(53,99) 	 Similarity Score: 12.415482677546596

 Document Pair(53,100) 	 Similarity Score: 12.388690424078884

 Document Pair(54,0) 	 Similarity Score: 21.783021518253758

 Document Pair(54,1) 	 Similarity Score: 35.843597775620864

 Document Pair(54,2) 	 Similarity Score: 27.47322683982437

 Document Pair(54,3) 	 Similarity Score: 101.81980515339464

 Document Pair(54,4) 	 Similarity Score: 28.935215619688382

 Document Pair(54,5) 	 Similarity Score: 27.47322683982437

 Document Pair(54,6) 	 Similarity Score: 27.47322683982437

 Document Pair(54,7) 	 Similarity Score: 35.843597775620864

 Document Pair(54,8) 	 Similarity Score: 25.26029653504816

 Document Pair(54,9) 	 Similarity Score: 35.843597775620864

 Document Pair(54,10) 	 Similarity Score: 27.47322683982437

 Document Pair(54,11) 	 Similarity Score: 20.346325778322903

 Document Pair(54,12) 	 Similarity Score: 35.843597775620864

 Document Pair(54,13) 	 Similarity Score: 35.843597775620864

 Document Pair(54,14) 	 Similarity Score: 35.843597775620864

 Document Pair(54,15) 	 Similarity Score: 23.355908274126

 Document Pair(54,16) 	 Similarity Score: 27.47322683982437

 Document Pair(54,17) 	 Similarity Score: 27.47322683982437

 Document Pair(54,18) 	 Similarity Score: 35.843597775620864

 Document Pair(54,19) 	 Similarity Score: 28.38989243877122

 Document Pair(54,20) 	 Similarity Score: 27.47322683982437

 Document Pair(54,21) 	 Similarity Score: 25.027579010065566

 Document Pair(54,22) 	 Similarity Score: 23.355908274126

 Document Pair(54,23) 	 Similarity Score: 101.4954083584571

 Document Pair(54,24) 	 Similarity Score: 25.26029653504816

 Document Pair(54,25) 	 Similarity Score: 35.843597775620864

 Document Pair(54,26) 	 Similarity Score: 35.843597775620864

 Document Pair(54,27) 	 Similarity Score: 35.843597775620864

 Document Pair(54,28) 	 Similarity Score: 35.843597775620864

 Document Pair(54,29) 	 Similarity Score: 35.843597775620864

 Document Pair(54,30) 	 Similarity Score: 27.47322683982437

 Document Pair(54,31) 	 Similarity Score: 27.47322683982437

 Document Pair(54,32) 	 Similarity Score: 27.47322683982437

 Document Pair(54,33) 	 Similarity Score: 35.843597775620864

 Document Pair(54,34) 	 Similarity Score: 18.79645164045565

 Document Pair(54,35) 	 Similarity Score: 33.44582589345013

 Document Pair(54,36) 	 Similarity Score: 27.47322683982437

 Document Pair(54,37) 	 Similarity Score: 16.70988925928038

 Document Pair(54,38) 	 Similarity Score: 25.210560975474532

 Document Pair(54,39) 	 Similarity Score: 28.181294906999714

 Document Pair(54,40) 	 Similarity Score: 24.353799753559453

 Document Pair(54,41) 	 Similarity Score: 23.355908274126

 Document Pair(54,42) 	 Similarity Score: 18.03137429977619

 Document Pair(54,43) 	 Similarity Score: 17.946040427110756

 Document Pair(54,44) 	 Similarity Score: 19.814370489669233

 Document Pair(54,45) 	 Similarity Score: 27.47322683982437

 Document Pair(54,46) 	 Similarity Score: 25.904411708426895

 Document Pair(54,47) 	 Similarity Score: 35.843597775620864

 Document Pair(54,48) 	 Similarity Score: 35.843597775620864

 Document Pair(54,49) 	 Similarity Score: 27.47322683982437

 Document Pair(54,50) 	 Similarity Score: 35.843597775620864

 Document Pair(54,51) 	 Similarity Score: 35.843597775620864

 Document Pair(54,52) 	 Similarity Score: 27.47322683982437

 Document Pair(54,53) 	 Similarity Score: 20.346325778322903

 Document Pair(54,54) 	 Similarity Score: 101.81980515339464

 Document Pair(54,55) 	 Similarity Score: 23.85038626046942

 Document Pair(54,56) 	 Similarity Score: 20.389412884940516

 Document Pair(54,57) 	 Similarity Score: 35.843597775620864

 Document Pair(54,58) 	 Similarity Score: 35.843597775620864

 Document Pair(54,59) 	 Similarity Score: 35.843597775620864

 Document Pair(54,60) 	 Similarity Score: 19.036015259760127

 Document Pair(54,61) 	 Similarity Score: 27.47322683982437

 Document Pair(54,62) 	 Similarity Score: 27.47322683982437

 Document Pair(54,63) 	 Similarity Score: 27.47322683982437

 Document Pair(54,64) 	 Similarity Score: 35.843597775620864

 Document Pair(54,65) 	 Similarity Score: 24.353799753559453

 Document Pair(54,66) 	 Similarity Score: 32.838077796368026

 Document Pair(54,67) 	 Similarity Score: 35.843597775620864

 Document Pair(54,68) 	 Similarity Score: 35.843597775620864

 Document Pair(54,69) 	 Similarity Score: 27.47322683982437

 Document Pair(54,70) 	 Similarity Score: 35.843597775620864

 Document Pair(54,71) 	 Similarity Score: 35.843597775620864

 Document Pair(54,72) 	 Similarity Score: 27.47322683982437

 Document Pair(54,73) 	 Similarity Score: 16.70988925928038

 Document Pair(54,74) 	 Similarity Score: 101.81980515339464

 Document Pair(54,75) 	 Similarity Score: 101.81980515339464

 Document Pair(54,76) 	 Similarity Score: 101.81980515339464

 Document Pair(54,77) 	 Similarity Score: 19.036015259760127

 Document Pair(54,78) 	 Similarity Score: 101.81980515339464

 Document Pair(54,79) 	 Similarity Score: 27.47322683982437

 Document Pair(54,80) 	 Similarity Score: 101.81980515339464

 Document Pair(54,81) 	 Similarity Score: 20.088526866669753

 Document Pair(54,82) 	 Similarity Score: 27.47322683982437

 Document Pair(54,83) 	 Similarity Score: 35.843597775620864

 Document Pair(54,84) 	 Similarity Score: 27.47322683982437

 Document Pair(54,85) 	 Similarity Score: 27.47322683982437

 Document Pair(54,86) 	 Similarity Score: 27.47322683982437

 Document Pair(54,87) 	 Similarity Score: 35.843597775620864

 Document Pair(54,88) 	 Similarity Score: 27.47322683982437

 Document Pair(54,89) 	 Similarity Score: 35.843597775620864

 Document Pair(54,90) 	 Similarity Score: 24.353799753559453

 Document Pair(54,91) 	 Similarity Score: 35.843597775620864

 Document Pair(54,92) 	 Similarity Score: 101.81980515339464

 Document Pair(54,93) 	 Similarity Score: 18.79645164045565

 Document Pair(54,94) 	 Similarity Score: 101.81980515339464

 Document Pair(54,95) 	 Similarity Score: 101.81980515339464

 Document Pair(54,96) 	 Similarity Score: 24.353799753559453

 Document Pair(54,97) 	 Similarity Score: 34.16545259766309

 Document Pair(54,98) 	 Similarity Score: 27.47322683982437

 Document Pair(54,99) 	 Similarity Score: 101.81980515339464

 Document Pair(54,100) 	 Similarity Score: 54.73491629237772

 Document Pair(55,0) 	 Similarity Score: 21.403853542454566

 Document Pair(55,1) 	 Similarity Score: 34.12576951943544

 Document Pair(55,2) 	 Similarity Score: 25.143069600696045

 Document Pair(55,3) 	 Similarity Score: 23.85038626046942

 Document Pair(55,4) 	 Similarity Score: 27.958787690926645

 Document Pair(55,5) 	 Similarity Score: 25.143069600696045

 Document Pair(55,6) 	 Similarity Score: 25.143069600696045

 Document Pair(55,7) 	 Similarity Score: 34.12576951943544

 Document Pair(55,8) 	 Similarity Score: 25.19284747900683

 Document Pair(55,9) 	 Similarity Score: 34.12576951943544

 Document Pair(55,10) 	 Similarity Score: 25.143069600696045

 Document Pair(55,11) 	 Similarity Score: 19.87204664592995

 Document Pair(55,12) 	 Similarity Score: 34.12576951943544

 Document Pair(55,13) 	 Similarity Score: 34.12576951943544

 Document Pair(55,14) 	 Similarity Score: 34.12576951943544

 Document Pair(55,15) 	 Similarity Score: 22.701454856696458

 Document Pair(55,16) 	 Similarity Score: 25.143069600696045

 Document Pair(55,17) 	 Similarity Score: 25.143069600696045

 Document Pair(55,18) 	 Similarity Score: 34.12576951943544

 Document Pair(55,19) 	 Similarity Score: 28.35120705100004

 Document Pair(55,20) 	 Similarity Score: 25.143069600696045

 Document Pair(55,21) 	 Similarity Score: 24.99002456304637

 Document Pair(55,22) 	 Similarity Score: 22.701454856696458

 Document Pair(55,23) 	 Similarity Score: 22.34372112507216

 Document Pair(55,24) 	 Similarity Score: 25.19284747900683

 Document Pair(55,25) 	 Similarity Score: 34.12576951943544

 Document Pair(55,26) 	 Similarity Score: 34.12576951943544

 Document Pair(55,27) 	 Similarity Score: 34.12576951943544

 Document Pair(55,28) 	 Similarity Score: 34.12576951943544

 Document Pair(55,29) 	 Similarity Score: 34.12576951943544

 Document Pair(55,30) 	 Similarity Score: 25.143069600696045

 Document Pair(55,31) 	 Similarity Score: 25.143069600696045

 Document Pair(55,32) 	 Similarity Score: 25.143069600696045

 Document Pair(55,33) 	 Similarity Score: 34.12576951943544

 Document Pair(55,34) 	 Similarity Score: 17.986105092550993

 Document Pair(55,35) 	 Similarity Score: 33.10455913172361

 Document Pair(55,36) 	 Similarity Score: 25.143069600696045

 Document Pair(55,37) 	 Similarity Score: 16.35103020683122

 Document Pair(55,38) 	 Similarity Score: 25.16335375059637

 Document Pair(55,39) 	 Similarity Score: 78.02944822676099

 Document Pair(55,40) 	 Similarity Score: 23.293215370297375

 Document Pair(55,41) 	 Similarity Score: 22.701454856696458

 Document Pair(55,42) 	 Similarity Score: 17.532405898404203

 Document Pair(55,43) 	 Similarity Score: 17.48180198269112

 Document Pair(55,44) 	 Similarity Score: 65.91989634862757

 Document Pair(55,45) 	 Similarity Score: 25.143069600696045

 Document Pair(55,46) 	 Similarity Score: 25.707215883977803

 Document Pair(55,47) 	 Similarity Score: 34.12576951943544

 Document Pair(55,48) 	 Similarity Score: 34.12576951943544

 Document Pair(55,49) 	 Similarity Score: 25.143069600696045

 Document Pair(55,50) 	 Similarity Score: 34.12576951943544

 Document Pair(55,51) 	 Similarity Score: 34.12576951943544

 Document Pair(55,52) 	 Similarity Score: 25.143069600696045

 Document Pair(55,53) 	 Similarity Score: 19.87204664592995

 Document Pair(55,54) 	 Similarity Score: 23.85038626046942

 Document Pair(55,55) 	 Similarity Score: 101.81980515339464

 Document Pair(55,56) 	 Similarity Score: 20.389071084258013

 Document Pair(55,57) 	 Similarity Score: 34.12576951943544

 Document Pair(55,58) 	 Similarity Score: 34.12576951943544

 Document Pair(55,59) 	 Similarity Score: 34.12576951943544

 Document Pair(55,60) 	 Similarity Score: 19.03581337384063

 Document Pair(55,61) 	 Similarity Score: 25.143069600696045

 Document Pair(55,62) 	 Similarity Score: 25.143069600696045

 Document Pair(55,63) 	 Similarity Score: 25.143069600696045

 Document Pair(55,64) 	 Similarity Score: 34.12576951943544

 Document Pair(55,65) 	 Similarity Score: 23.293215370297375

 Document Pair(55,66) 	 Similarity Score: 32.50467954257394

 Document Pair(55,67) 	 Similarity Score: 34.12576951943544

 Document Pair(55,68) 	 Similarity Score: 34.12576951943544

 Document Pair(55,69) 	 Similarity Score: 25.143069600696045

 Document Pair(55,70) 	 Similarity Score: 34.12576951943544

 Document Pair(55,71) 	 Similarity Score: 34.12576951943544

 Document Pair(55,72) 	 Similarity Score: 25.143069600696045

 Document Pair(55,73) 	 Similarity Score: 16.35103020683122

 Document Pair(55,74) 	 Similarity Score: 23.85038626046942

 Document Pair(55,75) 	 Similarity Score: 23.85038626046942

 Document Pair(55,76) 	 Similarity Score: 23.85038626046942

 Document Pair(55,77) 	 Similarity Score: 19.03581337384063

 Document Pair(55,78) 	 Similarity Score: 23.85038626046942

 Document Pair(55,79) 	 Similarity Score: 25.143069600696045

 Document Pair(55,80) 	 Similarity Score: 23.85038626046942

 Document Pair(55,81) 	 Similarity Score: 19.455388519476084

 Document Pair(55,82) 	 Similarity Score: 25.143069600696045

 Document Pair(55,83) 	 Similarity Score: 34.12576951943544

 Document Pair(55,84) 	 Similarity Score: 25.143069600696045

 Document Pair(55,85) 	 Similarity Score: 25.143069600696045

 Document Pair(55,86) 	 Similarity Score: 25.143069600696045

 Document Pair(55,87) 	 Similarity Score: 34.12576951943544

 Document Pair(55,88) 	 Similarity Score: 25.143069600696045

 Document Pair(55,89) 	 Similarity Score: 34.12576951943544

 Document Pair(55,90) 	 Similarity Score: 23.293215370297375

 Document Pair(55,91) 	 Similarity Score: 34.12576951943544

 Document Pair(55,92) 	 Similarity Score: 23.85038626046942

 Document Pair(55,93) 	 Similarity Score: 17.986105092550993

 Document Pair(55,94) 	 Similarity Score: 23.85038626046942

 Document Pair(55,95) 	 Similarity Score: 23.85038626046942

 Document Pair(55,96) 	 Similarity Score: 23.293215370297375

 Document Pair(55,97) 	 Similarity Score: 33.86756394106114

 Document Pair(55,98) 	 Similarity Score: 25.143069600696045

 Document Pair(55,99) 	 Similarity Score: 23.85038626046942

 Document Pair(55,100) 	 Similarity Score: 17.728823535591893

 Document Pair(56,0) 	 Similarity Score: 32.08193921600546

 Document Pair(56,1) 	 Similarity Score: 33.55494774156366

 Document Pair(56,2) 	 Similarity Score: 26.797190851072095

 Document Pair(56,3) 	 Similarity Score: 26.796674502174245

 Document Pair(56,4) 	 Similarity Score: 30.381735532660905

 Document Pair(56,5) 	 Similarity Score: 26.797190851072095

 Document Pair(56,6) 	 Similarity Score: 26.797190851072095

 Document Pair(56,7) 	 Similarity Score: 33.55494774156366

 Document Pair(56,8) 	 Similarity Score: 41.786695923298865

 Document Pair(56,9) 	 Similarity Score: 33.55494774156366

 Document Pair(56,10) 	 Similarity Score: 26.797190851072095

 Document Pair(56,11) 	 Similarity Score: 30.029645738448156

 Document Pair(56,12) 	 Similarity Score: 33.55494774156366

 Document Pair(56,13) 	 Similarity Score: 33.55494774156366

 Document Pair(56,14) 	 Similarity Score: 33.55494774156366

 Document Pair(56,15) 	 Similarity Score: 26.79621557349033

 Document Pair(56,16) 	 Similarity Score: 26.797190851072095

 Document Pair(56,17) 	 Similarity Score: 26.797190851072095

 Document Pair(56,18) 	 Similarity Score: 33.55494774156366

 Document Pair(56,19) 	 Similarity Score: 44.946858173997015

 Document Pair(56,20) 	 Similarity Score: 26.797190851072095

 Document Pair(56,21) 	 Similarity Score: 26.796139164460897

 Document Pair(56,22) 	 Similarity Score: 26.79621557349033

 Document Pair(56,23) 	 Similarity Score: 40.38873605350878

 Document Pair(56,24) 	 Similarity Score: 41.786695923298865

 Document Pair(56,25) 	 Similarity Score: 33.55494774156366

 Document Pair(56,26) 	 Similarity Score: 33.55494774156366

 Document Pair(56,27) 	 Similarity Score: 33.55494774156366

 Document Pair(56,28) 	 Similarity Score: 33.55494774156366

 Document Pair(56,29) 	 Similarity Score: 33.55494774156366

 Document Pair(56,30) 	 Similarity Score: 26.797190851072095

 Document Pair(56,31) 	 Similarity Score: 26.797190851072095

 Document Pair(56,32) 	 Similarity Score: 26.797190851072095

 Document Pair(56,33) 	 Similarity Score: 33.55494774156366

 Document Pair(56,34) 	 Similarity Score: 26.79634253640363

 Document Pair(56,35) 	 Similarity Score: 33.44535503222514

 Document Pair(56,36) 	 Similarity Score: 26.797190851072095

 Document Pair(56,37) 	 Similarity Score: 22.85217719130061

 Document Pair(56,38) 	 Similarity Score: 41.786531803385316

 Document Pair(56,39) 	 Similarity Score: 30.381556949935817

 Document Pair(56,40) 	 Similarity Score: 26.796451946064714

 Document Pair(56,41) 	 Similarity Score: 26.79621557349033

 Document Pair(56,42) 	 Similarity Score: 26.796147388943254

 Document Pair(56,43) 	 Similarity Score: 26.796125622923466

 Document Pair(56,44) 	 Similarity Score: 30.381470794469713

 Document Pair(56,45) 	 Similarity Score: 26.797190851072095

 Document Pair(56,46) 	 Similarity Score: 73.94490539189833

 Document Pair(56,47) 	 Similarity Score: 33.55494774156366

 Document Pair(56,48) 	 Similarity Score: 33.55494774156366

 Document Pair(56,49) 	 Similarity Score: 26.797190851072095

 Document Pair(56,50) 	 Similarity Score: 33.55494774156366

 Document Pair(56,51) 	 Similarity Score: 33.55494774156366

 Document Pair(56,52) 	 Similarity Score: 26.797190851072095

 Document Pair(56,53) 	 Similarity Score: 30.029645738448156

 Document Pair(56,54) 	 Similarity Score: 26.796674502174245

 Document Pair(56,55) 	 Similarity Score: 26.79633270149174

 Document Pair(56,56) 	 Similarity Score: 138.92190129982208

 Document Pair(56,57) 	 Similarity Score: 33.55494774156366

 Document Pair(56,58) 	 Similarity Score: 33.55494774156366

 Document Pair(56,59) 	 Similarity Score: 33.55494774156366

 Document Pair(56,60) 	 Similarity Score: 26.79610080476243

 Document Pair(56,61) 	 Similarity Score: 26.797190851072095

 Document Pair(56,62) 	 Similarity Score: 26.797190851072095

 Document Pair(56,63) 	 Similarity Score: 26.797190851072095

 Document Pair(56,64) 	 Similarity Score: 33.55494774156366

 Document Pair(56,65) 	 Similarity Score: 26.796451946064714

 Document Pair(56,66) 	 Similarity Score: 33.16807123994354

 Document Pair(56,67) 	 Similarity Score: 33.55494774156366

 Document Pair(56,68) 	 Similarity Score: 33.55494774156366

 Document Pair(56,69) 	 Similarity Score: 26.797190851072095

 Document Pair(56,70) 	 Similarity Score: 33.55494774156366

 Document Pair(56,71) 	 Similarity Score: 33.55494774156366

 Document Pair(56,72) 	 Similarity Score: 26.797190851072095

 Document Pair(56,73) 	 Similarity Score: 22.85217719130061

 Document Pair(56,74) 	 Similarity Score: 26.796674502174245

 Document Pair(56,75) 	 Similarity Score: 26.796674502174245

 Document Pair(56,76) 	 Similarity Score: 26.796674502174245

 Document Pair(56,77) 	 Similarity Score: 26.79610080476243

 Document Pair(56,78) 	 Similarity Score: 26.796674502174245

 Document Pair(56,79) 	 Similarity Score: 26.797190851072095

 Document Pair(56,80) 	 Similarity Score: 26.796674502174245

 Document Pair(56,81) 	 Similarity Score: 30.3815357344456

 Document Pair(56,82) 	 Similarity Score: 26.797190851072095

 Document Pair(56,83) 	 Similarity Score: 33.55494774156366

 Document Pair(56,84) 	 Similarity Score: 26.797190851072095

 Document Pair(56,85) 	 Similarity Score: 26.797190851072095

 Document Pair(56,86) 	 Similarity Score: 26.797190851072095

 Document Pair(56,87) 	 Similarity Score: 33.55494774156366

 Document Pair(56,88) 	 Similarity Score: 26.797190851072095

 Document Pair(56,89) 	 Similarity Score: 33.55494774156366

 Document Pair(56,90) 	 Similarity Score: 26.796451946064714

 Document Pair(56,91) 	 Similarity Score: 33.55494774156366

 Document Pair(56,92) 	 Similarity Score: 26.796674502174245

 Document Pair(56,93) 	 Similarity Score: 26.79634253640363

 Document Pair(56,94) 	 Similarity Score: 26.796674502174245

 Document Pair(56,95) 	 Similarity Score: 26.796674502174245

 Document Pair(56,96) 	 Similarity Score: 26.796451946064714

 Document Pair(56,97) 	 Similarity Score: 33.93249662756932

 Document Pair(56,98) 	 Similarity Score: 26.797190851072095

 Document Pair(56,99) 	 Similarity Score: 26.796674502174245

 Document Pair(56,100) 	 Similarity Score: 26.79623187312035

 Document Pair(57,0) 	 Similarity Score: 29.957321249286462

 Document Pair(57,1) 	 Similarity Score: 138.92190129982208

 Document Pair(57,2) 	 Similarity Score: 45.86714549152568

 Document Pair(57,3) 	 Similarity Score: 43.27206955347034

 Document Pair(57,4) 	 Similarity Score: 46.70413111920848

 Document Pair(57,5) 	 Similarity Score: 45.86714549152568

 Document Pair(57,6) 	 Similarity Score: 45.86714549152568

 Document Pair(57,7) 	 Similarity Score: 138.92190129982208

 Document Pair(57,8) 	 Similarity Score: 37.72787143190125

 Document Pair(57,9) 	 Similarity Score: 138.92190129982208

 Document Pair(57,10) 	 Similarity Score: 45.86714549152568

 Document Pair(57,11) 	 Similarity Score: 28.0965799306938

 Document Pair(57,12) 	 Similarity Score: 138.92190129982208

 Document Pair(57,13) 	 Similarity Score: 138.92190129982208

 Document Pair(57,14) 	 Similarity Score: 138.92190129982208

 Document Pair(57,15) 	 Similarity Score: 40.96557719944599

 Document Pair(57,16) 	 Similarity Score: 45.86714549152568

 Document Pair(57,17) 	 Similarity Score: 45.86714549152568

 Document Pair(57,18) 	 Similarity Score: 138.92190129982208

 Document Pair(57,19) 	 Similarity Score: 40.93143062330585

 Document Pair(57,20) 	 Similarity Score: 45.86714549152568

 Document Pair(57,21) 	 Similarity Score: 40.58155927171812

 Document Pair(57,22) 	 Similarity Score: 40.96557719944599

 Document Pair(57,23) 	 Similarity Score: 40.38873605350878

 Document Pair(57,24) 	 Similarity Score: 37.72787143190125

 Document Pair(57,25) 	 Similarity Score: 138.92190129982208

 Document Pair(57,26) 	 Similarity Score: 138.92190129982208

 Document Pair(57,27) 	 Similarity Score: 138.92190129982208

 Document Pair(57,28) 	 Similarity Score: 138.92190129982208

 Document Pair(57,29) 	 Similarity Score: 138.92190129982208

 Document Pair(57,30) 	 Similarity Score: 45.86714549152568

 Document Pair(57,31) 	 Similarity Score: 45.86714549152568

 Document Pair(57,32) 	 Similarity Score: 45.86714549152568

 Document Pair(57,33) 	 Similarity Score: 138.92190129982208

 Document Pair(57,34) 	 Similarity Score: 26.811533811265715

 Document Pair(57,35) 	 Similarity Score: 52.02038957289869

 Document Pair(57,36) 	 Similarity Score: 45.86714549152568

 Document Pair(57,37) 	 Similarity Score: 22.858904592702636

 Document Pair(57,38) 	 Similarity Score: 36.90303450404185

 Document Pair(57,39) 	 Similarity Score: 45.80660672290758

 Document Pair(57,40) 	 Similarity Score: 42.153542900054305

 Document Pair(57,41) 	 Similarity Score: 40.96557719944599

 Document Pair(57,42) 	 Similarity Score: 26.8055013698448

 Document Pair(57,43) 	 Similarity Score: 26.804828533831106

 Document Pair(57,44) 	 Similarity Score: 28.083430226718786

 Document Pair(57,45) 	 Similarity Score: 45.86714549152568

 Document Pair(57,46) 	 Similarity Score: 34.90281353369618

